codigo_onibus,codigo_linha,nome_linha,letreiro,distancia_percorrida,hora_requisicao,x,y,hora_gps,ponto_final,hora_final,segundos_deslocamento,geometry,modelo,tem_ar,tecnologia,sem_ar_l_km,sem_ar_kg_km,com_ar_l_km,com_ar_kg_km,emissao_co2
78645,2424,N743-11,JD. PLANALTO - TERM. JOÃO DIAS,513537.16014129994,00:00:00,-46.733764,-23.643877,2025-10-16 23:59:31-03:00,POINT (323156.6991891583 7384127.036486043),2025-10-16 23:59:31-03:00,3527.0,POINT (323156.6991891583 7384127.036486043),Miniônibus,True,Miniônibus,0.3,0.252,0.35,0.294,480.0802141580942
78653,33982,6036-10,TERM. CAPELINHA - JD. MACEDÔNIA,298870.53999554174,03:25:00,-46.7896555,-23.6538115,2025-10-16 23:59:02-03:00,POINT (318813.113290997 7382774.749320683),2025-10-16 23:59:02-03:00,73534.0,POINT (317468.3291980622 7382956.494832136),Articulado (23m),False,Articulado (23m),0.75,0.63,0.85,0.714,598.7124092460689
78659,1213,6035-10,STO. AMARO - VL. GILDA,707595.4289515944,00:11:00,-46.7779025,-23.7142915,2025-10-16 23:59:31-03:00,POINT (318818.4247995793 7376270.817872891),2025-10-16 23:59:31-03:00,127809.0,POINT (318750.8262253385 7376273.573959241),Midiônibus,False,Midiônibus,0.4,0.336,0.47,0.395,755.9949562918833
78662,34765,7006-51,METRÔ CAPÃO REDONDO - JD. HORIZONTE AZUL,679491.8458783901,04:28:00,-46.78474375,-23.71889675,2025-10-17 23:43:10-03:00,POINT (319377.9035655353 7379287.962027358),2025-10-17 23:43:10-03:00,139498.0,POINT (318059.6301045297 7375754.8336990345),Articulado (23m),False,Articulado (23m),0.75,0.63,0.85,0.714,1361.1920402558849
78664,34666,7062-10,TERM. CAMPO LIMPO - INOCOOP CAMPO LIMPO,433948.2535383852,07:38:00,-46.766611,-23.642133,2025-10-17 23:39:03-03:00,POINT (319594.9847527195 7380024.541673977),2025-10-17 23:39:03-03:00,123316.0,POINT (319803.20958178875 7384279.10900534),Midiônibus,False,Midiônibus,0.4,0.336,0.47,0.395,463.63031408041076
78665,34763,7006-10,JD. ÂNGELA - JD. HORIZONTE AZUL,653783.3948113082,00:00:00,-46.782389,-23.71184525,2025-10-16 23:59:32-03:00,POINT (319299.4377184736 7376159.569779005),2025-10-16 23:59:32-03:00,65627.0,POINT (318289.95694184705 7376538.768841865),Midiônibus,False,Midiônibus,0.4,0.336,0.47,0.395,698.5021790164017
78668,33985,6039-10,STO. AMARO - VALO VELHO,645282.4830689891,00:00:00,-46.80100575,-23.685625,2025-10-16 23:59:02-03:00,POINT (325707.7170244555 7383271.3266739985),2025-10-16 23:59:02-03:00,62110.0,POINT (316354.90379037976 7379418.699435742),Articulado (18m),False,Articulado (18m),0.71,0.596,0.8,0.672,1223.7201537168614
78669,1214,6036-10,TERM. CAPELINHA - JD. MACEDÔNIA,316898.3162082591,04:28:00,-46.7696945,-23.6599145,2025-10-17 19:35:03-03:00,POINT (320216.6195014465 7382853.3436962655),2025-10-17 19:35:03-03:00,108915.0,POINT (319513.0279472238 7382306.002787551),Articulado (18m),False,Articulado (18m),0.71,0.596,0.8,0.672,600.9691358405046
78679,33989,6044-10,TERM. STO. AMARO - JD. D. JOSÉ,592751.954422632,03:56:00,-46.7868405,-23.671443,2025-10-17 23:51:50-03:00,POINT (317795.2256579383 7381034.085378278),2025-10-17 23:51:50-03:00,173524.0,POINT (317779.95022825117 7381007.477012292),Articulado (18m),True,Articulado (18m),0.71,0.596,0.8,0.672,1266.59237621028
78687,34655,7053-10,TERM. CAMPO LIMPO - JD. MACEDÔNIA,232266.04044072775,03:40:00,-46.7735095,-23.630844,2025-10-16 23:59:30-03:00,POINT (317270.48709172127 7383485.289553376),2025-10-16 23:59:30-03:00,73001.0,POINT (319083.8793418631 7385520.586361067),Biarticulado,False,Biarticulado,0.8,0.672,0.9,0.756,496.3060752137471
78690,1226,6059-10,STO. AMARO - JD. UNIVERSAL,404516.451565627,05:02:00,-46.7416365,-23.671976,2025-10-17 23:52:00-03:00,POINT (322964.89569662645 7384171.225963032),2025-10-17 23:52:00-03:00,164066.0,POINT (322391.5070046586 7381005.470747478),Midiônibus,True,Midiônibus,0.4,0.336,0.47,0.395,507.81781780194115
78695,1213,6035-10,STO. AMARO - VL. GILDA,409181.97470138024,01:42:00,-46.777240000000006,-23.714324,2025-10-17 21:42:18-03:00,POINT (317797.7034203847 7377889.872587444),2025-10-17 21:42:18-03:00,137305.0,POINT (318818.4247995793 7376270.817872891),Biarticulado,True,Biarticulado,0.8,0.672,0.9,0.756,983.6325489846479
78696,1222,6045-10,STO. AMARO - VALO VELHO,170749.85039384646,04:34:00,-46.7964265,-23.6990275,2025-10-16 23:59:12-03:00,POINT (321561.85109796806 7383603.82109032),2025-10-16 23:59:12-03:00,26120.0,POINT (316840.6517564764 7377940.310081259),Articulado (18m),False,Articulado (18m),0.71,0.596,0.8,0.672,323.81172378539435
78699,33982,6036-10,TERM. CAPELINHA - JD. MACEDÔNIA,24648.747183143958,15:55:00,-46.7665955,-23.6594025,2025-10-20 19:44:18-03:00,POINT (317468.3291980622 7382956.494832136),2025-10-20 19:44:18-03:00,13736.0,POINT (319828.45427818154 7382366.620498038),Básico,False,Básico,0.46,0.386,0.53,0.445,30.284929714041652
78700,34656,7055-10,TERM. CAMPO LIMPO - JD. GUARUJÁ,180569.1147167544,06:53:00,-46.7731495,-23.631029,2025-10-17 21:06:17-03:00,POINT (323011.90646118775 7381462.607307407),2025-10-17 21:06:17-03:00,73347.0,POINT (319120.8652737916 7385500.55441309),Articulado (23m),False,Articulado (23m),0.75,0.63,0.85,0.714,361.72507905633825
78701,34665,7057-10,TERM. CAMPO LIMPO - JD. MITSUTANI,256727.846384126,04:23:00,-46.7724195,-23.631364,2025-10-17 23:20:29-03:00,POINT (319203.35237194935 7385460.928166203),2025-10-17 23:20:29-03:00,136382.0,POINT (319195.80905946856 7385464.378979474),Básico,True,Básico,0.46,0.386,0.53,0.445,363.43164117676025
78703,34551,6258-31,JD. IBIRAPUERA - JD. STA. MARGARIDA,405425.1484462225,05:10:00,-46.734721500000006,-23.66902325,2025-10-17 23:57:58-03:00,POINT (322738.73918983433 7381200.102854255),2025-10-17 23:57:58-03:00,200391.0,POINT (323092.85573374864 7381341.063270235),Padron,True,Padron,0.55,0.462,0.63,0.529,682.221060044912
78704,34551,6258-31,JD. IBIRAPUERA - JD. STA. MARGARIDA,375865.58030398504,05:32:00,-46.7569595,-23.6827985,2025-10-17 22:27:49-03:00,POINT (322924.78867583734 7381646.627754596),2025-10-17 22:27:49-03:00,170047.0,POINT (320843.3304592713 7379787.770314027),Articulado (18m),False,Articulado (18m),0.71,0.596,0.8,0.672,712.7952451442802
78707,35188,N739-11,JD. UNIVERSAL - TERM. CAPELINHA,379706.9050754581,00:00:00,-46.763478,-23.6540545,2025-10-16 23:59:29-03:00,POINT (320139.1536479591 7382962.816324334),2025-10-16 23:59:29-03:00,-116.0,POINT (320139.1536479591 7382962.816324334),Básico,True,Básico,0.46,0.386,0.53,0.445,537.5244860319707
78708,33987,6042-10,STO. AMARO - JD. TRÊS ESTRELAS,474185.73725484055,05:27:00,-46.70701,-23.649475,2025-10-17 21:16:20-03:00,POINT (320040.54510855174 7380899.821350925),2025-10-17 21:16:20-03:00,174661.0,POINT (325893.563711216 7383539.9789217925),Articulado (23m),True,Articulado (23m),0.75,0.63,0.85,0.714,1076.567588576527
78709,1999,7005-51,METRÔ CAPÃO REDONDO  - JD. VERA CRUZ,295719.9095620121,04:31:00,-46.7844935,-23.718400000000003,2025-10-16 23:59:23-03:00,POINT (318901.5522440775 7373802.272790545),2025-10-16 23:59:23-03:00,69976.0,POINT (318084.4572762612 7375810.16680276),Articulado (23m),False,Articulado (23m),0.75,0.63,0.85,0.714,592.4009088301007
78713,1954,7011-31,JD. ÂNGELA - JD. DOS REIS,178010.59639212536,07:05:00,-46.7870495,-23.6995915,2025-10-17 23:56:55-03:00,POINT (318403.1760335815 7377826.453652898),2025-10-17 23:56:55-03:00,110601.0,POINT (317797.7034203847 7377889.872587444),Articulado (23m),True,Articulado (23m),0.75,0.63,0.85,0.714,404.14635751886175
78714,34655,7053-10,TERM. CAMPO LIMPO - JD. MACEDÔNIA,224221.51377652393,03:36:00,-46.788232,-23.654132500000003,2025-10-16 23:59:28-03:00,POINT (319124.9041510107 7385475.240054425),2025-10-16 23:59:28-03:00,73262.0,POINT (317613.99320744415 7382922.765186887),Articulado (23m),True,Articulado (23m),0.75,0.63,0.85,0.714,509.06131380253106
78715,34765,7006-51,METRÔ CAPÃO REDONDO - JD. HORIZONTE AZUL,575196.7396590919,00:00:00,-46.7702445,-23.679653,2025-10-16 23:59:28-03:00,POINT (326326.5421578108 7383294.973900938),2025-10-16 23:59:28-03:00,80495.0,POINT (319484.04554733704 7380119.3621516535),Biarticulado,False,Biarticulado,0.8,0.672,0.9,0.756,1229.0803933035477
78716,34765,7006-51,METRÔ CAPÃO REDONDO - JD. HORIZONTE AZUL,557404.0553223947,03:56:00,-46.78474375,-23.71889675,2025-10-17 23:05:36-03:00,POINT (318330.74990078167 7376461.44014689),2025-10-17 23:05:36-03:00,176874.0,POINT (318059.6301045297 7375754.8336990345),Articulado (23m),True,Articulado (23m),0.75,0.63,0.85,0.714,1265.5022970011987
78717,35186,N737-11,PQ. DO LAGO - TERM. JD. ÂNGELA,223322.62926836286,00:00:00,-46.774752,-23.6908025,2025-10-17 10:39:34-03:00,POINT (321059.63126754155 7382276.417633822),2025-10-17 10:39:34-03:00,24229.0,POINT (319039.6743596443 7378878.889927397),Midiônibus,False,Midiônibus,0.4,0.336,0.47,0.395,238.59789711031888
78718,1213,6035-10,STO. AMARO - VL. GILDA,621289.6707092746,01:29:00,-46.7779025,-23.7142915,2025-10-17 23:57:17-03:00,POINT (322444.476839412 7381053.633613166),2025-10-17 23:57:17-03:00,166153.0,POINT (318750.8262253385 7376273.573959241),Articulado (23m),False,Articulado (23m),0.75,0.63,0.85,0.714,1244.5985328483541
78719,34719,7009-10,JD. ÂNGELA - JD. SÃO LOURENÇO,500729.52045386535,00:29:00,-46.787671,-23.7041605,2025-10-17 23:58:23-03:00,POINT (323011.6726901475 7381498.601526719),2025-10-17 23:58:23-03:00,205100.0,POINT (317740.6714455605 7377383.077477984),Articulado (23m),True,Articulado (23m),0.75,0.63,0.85,0.714,1136.8312667624332
78720,1997,7006-51,METRÔ CAPÃO REDONDO - JD. HORIZONTE AZUL,349648.1080683282,03:58:00,-46.78506625,-23.71959125,2025-10-17 23:57:52-03:00,POINT (319533.2156871832 7382183.639429234),2025-10-17 23:57:52-03:00,157372.0,POINT (318027.71078517404 7375677.50806565),Articulado (23m),False,Articulado (23m),0.75,0.63,0.85,0.714,700.4325724878784
78721,34719,7009-10,JD. ÂNGELA - JD. SÃO LOURENÇO,246731.01025974526,07:36:00,-46.7595535,-23.677301,2025-10-17 23:25:50-03:00,POINT (317749.1854800673 7377379.196805715),2025-10-17 23:25:50-03:00,123306.0,POINT (320571.2527275834 7380393.328443685),Articulado (18m),False,Articulado (18m),0.71,0.596,0.8,0.672,467.9031551666834
78723,1200,6008-10,EST. STO. AMARO/GUIDO CALOI - JD. PLANALTO,418973.930300779,03:43:00,-46.7275205,-23.6673105,2025-10-17 23:32:16-03:00,POINT (323541.85136237345 7381488.5926621165),2025-10-17 23:32:16-03:00,183321.0,POINT (323825.07041781914 7381539.651120702),Padron,False,Padron,0.55,0.462,0.63,0.529,615.4936523083594
78726,1213,6035-10,STO. AMARO - VL. GILDA,773991.0331869866,03:26:00,-46.7771185,-23.714267,2025-10-17 23:43:15-03:00,POINT (318945.1901364641 7376291.284367912),2025-10-17 23:43:15-03:00,152326.0,POINT (318830.73511197965 7376277.28499892),Padron,False,Padron,0.55,0.462,0.63,0.529,1137.0315273033427
78727,34767,7005-51,METRÔ CAPÃO REDONDO  - JD. VERA CRUZ,415433.430406177,02:57:00,-46.78474375,-23.71889675,2025-10-16 23:59:00-03:00,POINT (318911.89661813405 7373790.439480111),2025-10-16 23:59:00-03:00,88189.0,POINT (318059.6301045297 7375754.8336990345),Padron,True,Padron,0.55,0.462,0.63,0.529,699.0622963473862
78729,2271,7062-41,HORTO DO YPÊ - METRÔ CAMPO LIMPO,258792.5188253093,06:08:00,-46.7588785,-23.6499375,2025-10-17 23:57:50-03:00,POINT (320539.5030666994 7383456.601607623),2025-10-17 23:57:50-03:00,204023.0,POINT (320602.750250281 7383424.540108954),Básico,False,Básico,0.46,0.386,0.53,0.445,317.9680161799045
78730,1222,6045-10,STO. AMARO - VALO VELHO,790053.302574405,00:00:00,-46.7937195,-23.6964705,2025-10-17 23:20:10-03:00,POINT (316840.6517564764 7377940.310081259),2025-10-17 23:20:10-03:00,132540.0,POINT (317113.1482662631 7378226.9664893495),Biarticulado,False,Biarticulado,0.8,0.672,0.9,0.756,1688.1858969409886
78731,33982,6036-10,TERM. CAPELINHA - JD. MACEDÔNIA,225600.6699252445,05:42:00,-46.7896555,-23.6538115,2025-10-17 21:27:23-03:00,POINT (320216.6195014465 7382853.3436962655),2025-10-17 21:27:23-03:00,112681.0,POINT (317468.3291980622 7382956.494832136),Miniônibus,True,Miniônibus,0.3,0.252,0.35,0.294,210.90278627961482
78732,33986,6041-10,STO. AMARO - JD. JANGADEIRO,601290.1650302947,05:01:00,-46.707904,-23.6521395,2025-10-17 21:19:17-03:00,POINT (318458.84423431597 7378905.872854395),2025-10-17 21:19:17-03:00,210369.0,POINT (325805.8913269792 7383243.814963632),Biarticulado,False,Biarticulado,0.8,0.672,0.9,0.756,1284.8368246367336
78733,1888,7055-10,TERM. CAMPO LIMPO - JD. GUARUJÁ,318469.66326711205,05:43:00,-46.7907745,-23.6919635,2025-10-17 20:57:19-03:00,POINT (317407.21471247997 7378729.877402785),2025-10-17 20:57:19-03:00,114607.0,POINT (317407.21471247997 7378729.877402785),Padron,True,Padron,0.55,0.462,0.63,0.529,535.8984564694674
78734,1912,7049-10,TERM. CAMPO LIMPO - PQ. DO LAGO,822679.6472125883,04:25:00,-46.7779005,-23.713689,2025-10-17 23:57:10-03:00,POINT (319229.846133012 7385373.533371586),2025-10-17 23:57:10-03:00,240015.0,POINT (318750.19720326766 7376340.301043121),Miniônibus,True,Miniônibus,0.3,0.252,0.35,0.294,769.082068196688
78735,1995,7006-10,JD. ÂNGELA - JD. HORIZONTE AZUL,465427.08618158853,04:34:00,-46.7843545,-23.718152,2025-10-17 23:57:29-03:00,POINT (318529.6605676353 7378446.259209574),2025-10-17 23:57:29-03:00,184979.0,POINT (318098.28622426675 7375837.809531263),Biarticulado,True,Biarticulado,0.8,0.672,0.9,0.756,1118.8401724719208
78736,1952,7011-10,JD. ÂNGELA - JD. DOS REIS,688529.8778607046,06:03:00,-46.7800575,-23.6943155,2025-10-16 23:59:28-03:00,POINT (317407.69786094315 7378589.933344286),2025-10-16 23:59:28-03:00,64417.0,POINT (318503.4457870299 7378483.092897936),Básico,True,Básico,0.46,0.386,0.53,0.445,974.7035509959491
78737,1914,7062-31,TERM. CAMPO LIMPO - INOCOOP CAMPO LIMPO,159666.90264060456,03:32:00,-46.7725675,-23.646552,2025-10-17 21:52:07-03:00,POINT (319201.58008271677 7383782.197601943),2025-10-17 21:52:07-03:00,133948.0,POINT (319201.58008271677 7383782.197601943),Articulado (18m),False,Articulado (18m),0.71,0.596,0.8,0.672,302.7939108366689
78739,1888,7055-10,TERM. CAMPO LIMPO - JD. GUARUJÁ,612179.1973879574,03:49:00,-46.7907745,-23.6919635,2025-10-17 21:20:29-03:00,POINT (319039.4231389243 7380517.843165493),2025-10-17 21:20:29-03:00,185828.0,POINT (317407.21471247997 7378729.877402785),Miniônibus,False,Miniônibus,0.3,0.252,0.35,0.294,490.53919086697016
78740,34563,6035-21,TERM. GUARAPIRANGA - VL. GILDA,383194.9705229918,06:23:00,-46.755851,-23.7207155,2025-10-17 23:57:14-03:00,POINT (319497.34402814583 7379467.191679846),2025-10-17 23:57:14-03:00,118386.0,POINT (321008.1321896808 7375590.042149918),Midiônibus,False,Midiônibus,0.4,0.336,0.47,0.395,409.40550650676437
78741,1997,7006-51,METRÔ CAPÃO REDONDO - JD. HORIZONTE AZUL,897285.9093578262,03:59:00,-46.78506625,-23.71959125,2025-10-17 22:59:47-03:00,POINT (318071.4524298788 7375781.869801523),2025-10-17 22:59:47-03:00,213630.0,POINT (318027.71078517404 7375677.50806565),Padron,False,Padron,0.55,0.462,0.63,0.529,1318.1578651421144
78742,34763,7006-10,JD. ÂNGELA - JD. HORIZONTE AZUL,221233.69135067743,00:00:00,-46.7848565,-23.7322495,2025-10-16 23:59:03-03:00,POINT (317953.44236545305 7374535.513608239),2025-10-16 23:59:03-03:00,-94.0,POINT (318066.6746924273 7374275.918526357),Miniônibus,True,Miniônibus,0.3,0.252,0.35,0.294,206.82031635918077
78743,1997,7006-51,METRÔ CAPÃO REDONDO - JD. HORIZONTE AZUL,500951.85259055183,01:27:00,-46.78264425,-23.71137775,2025-10-16 23:58:57-03:00,POINT (318332.72077448503 7373229.37636348),2025-10-16 23:58:57-03:00,113997.0,POINT (318263.28114526544 7376590.216994548),Miniônibus,False,Miniônibus,0.3,0.252,0.35,0.294,401.41271948080913
78744,34722,7011-31,JD. ÂNGELA - JD. DOS REIS,769684.6781555013,00:00:00,-46.779673,-23.695859,2025-10-17 23:18:05-03:00,POINT (317601.2914438771 7377777.668843624),2025-10-17 23:18:05-03:00,157317.0,POINT (318544.7928259956 7378312.646195232),Padron,False,Padron,0.55,0.462,0.63,0.529,1130.7052764443392
78745,1998,7005-10,JD. ÂNGELA - JD. VERA CRUZ,399901.40839487495,02:58:00,-46.78506625,-23.71959125,2025-10-16 23:58:56-03:00,POINT (319497.34402814583 7379467.191679846),2025-10-16 23:58:56-03:00,100388.0,POINT (318027.71078517404 7375677.50806565),Padron,True,Padron,0.55,0.462,0.63,0.529,672.926096948308
78746,34765,7006-51,METRÔ CAPÃO REDONDO - JD. HORIZONTE AZUL,926086.8197366832,00:00:00,-46.780644,-23.7456385,2025-10-16 23:59:10-03:00,POINT (320195.0297519732 7380241.036533549),2025-10-16 23:59:10-03:00,-170.0,POINT (318514.7132530068 7372798.512862945),Básico,True,Básico,0.46,0.386,0.53,0.445,1310.996284623841
78747,34722,7011-31,JD. ÂNGELA - JD. DOS REIS,204567.41242089163,15:31:00,-46.7920035,-23.7083255,2025-10-17 19:26:04-03:00,POINT (317369.87933026126 7378596.159369545),2025-10-17 19:26:04-03:00,90527.0,POINT (317304.6618980265 7376916.267636772),Padron,True,Padron,0.55,0.462,0.63,0.529,344.2317219030069
78748,34665,7057-10,TERM. CAMPO LIMPO - JD. MITSUTANI,384639.28521942295,04:45:00,-46.7724195,-23.631364,2025-10-16 23:59:12-03:00,POINT (317931.58390363987 7383470.004390494),2025-10-16 23:59:12-03:00,69084.0,POINT (319195.80905946856 7385464.378979474),Padron,False,Padron,0.55,0.462,0.63,0.529,565.0543419515933
78751,34765,7006-51,METRÔ CAPÃO REDONDO - JD. HORIZONTE AZUL,148606.51906434388,01:04:00,-46.77026275,-23.685118,2025-10-17 22:10:29-03:00,POINT (317369.87933026126 7378596.159369545),2025-10-17 22:10:29-03:00,108061.0,POINT (319489.6975483752 7379514.115430037),Padron,True,Padron,0.55,0.462,0.63,0.529,250.0646478251434
78756,33973,6015-10,JD. ÂNGELA - VL. CALÚ,448896.3012119864,05:38:00,-46.797610500000005,-23.732829,2025-10-17 18:54:37-03:00,POINT (316767.16000890837 7374195.374214793),2025-10-17 18:54:37-03:00,132661.0,POINT (316767.16000890837 7374195.374214793),Miniônibus,False,Miniônibus,0.3,0.252,0.35,0.294,359.70060616116467
78765,1897,7057-10,TERM. CAMPO LIMPO - JD. MITSUTANI,412215.56921876705,00:00:00,-46.784457,-23.649582,2025-10-17 21:11:12-03:00,POINT (317992.8008017343 7383431.5318253),2025-10-17 21:11:12-03:00,116214.0,POINT (317992.8008017343 7383431.5318253),Miniônibus,True,Miniônibus,0.3,0.252,0.35,0.294,385.3597248841643
78766,1888,7055-10,TERM. CAMPO LIMPO - JD. GUARUJÁ,147918.71070986075,11:59:00,-46.7731495,-23.631029,2025-10-17 13:09:51-03:00,POINT (318259.83321252477 7372435.114806028),2025-10-17 13:09:51-03:00,43237.0,POINT (319120.8652737916 7385500.55441309),Articulado (23m),False,Articulado (23m),0.75,0.63,0.85,0.714,296.31815722952854
78768,34653,7051-10,TERM. CAMPO LIMPO - JD. ROSANA,226454.53591501116,05:53:00,-46.7786245,-23.65160925,2025-10-17 21:14:20-03:00,POINT (318584.7023618849 7383148.830042557),2025-10-17 21:14:20-03:00,110312.0,POINT (318590.61902138 7383214.447484469),Básico,False,Básico,0.46,0.386,0.53,0.445,278.2356300973376
78770,1886,7052-10,TERM. CAMPO LIMPO - JD. HELGA,307975.10858900624,03:58:00,-46.773158,-23.6529745,2025-10-16 23:59:28-03:00,POINT (319200.7206190609 7383785.675939657),2025-10-16 23:59:28-03:00,95802.0,POINT (319150.1698412791 7383070.189309869),Articulado (18m),False,Articulado (18m),0.71,0.596,0.8,0.672,584.0470756792773
78771,34655,7053-10,TERM. CAMPO LIMPO - JD. MACEDÔNIA,278088.2947499855,00:00:00,-46.78842275,-23.654055,2025-10-17 20:22:00-03:00,POINT (317613.99320744415 7382922.765186887),2025-10-17 20:22:00-03:00,83069.0,POINT (317594.42632851325 7382931.10421904),Articulado (18m),False,Articulado (18m),0.71,0.596,0.8,0.672,527.36942304682
78772,33992,6047-10,STO. AMARO - JD. LÍDIA,519768.16754598584,00:00:00,-46.76382625,-23.66800325,2025-10-17 23:14:28-03:00,POINT (320106.8695022848 7381344.187794147),2025-10-17 23:14:28-03:00,134248.0,POINT (320122.71817389014 7381417.625024961),Básico,False,Básico,0.46,0.386,0.53,0.445,638.6183567370509
78773,35185,N736-11,JD. HORIZONTE AZUL - TERM. JD. ÂNGELA,490114.97799051885,00:00:00,-46.774752,-23.6908025,2025-10-16 23:59:30-03:00,POINT (319100.0203827833 7378906.611852453),2025-10-16 23:59:30-03:00,-135.0,POINT (319039.6743596443 7378878.889927397),Básico,True,Básico,0.46,0.386,0.53,0.445,693.8214662927182
78775,34766,7005-10,JD. ÂNGELA - JD. VERA CRUZ,464172.37834713457,02:58:00,-46.78474375,-23.71889675,2025-10-16 23:59:11-03:00,POINT (318243.6727091307 7374143.392901776),2025-10-16 23:59:11-03:00,135464.0,POINT (318059.6301045297 7375754.8336990345),Articulado (23m),True,Articulado (23m),0.75,0.63,0.85,0.714,1053.8337591804168
78779,33968,6008-10,EST. STO. AMARO/GUIDO CALOI - JD. PLANALTO,537693.3066845619,03:52:00,-46.730721,-23.6675885,2025-10-17 23:57:18-03:00,POINT (323118.4193691687 7381013.108597975),2025-10-17 23:57:18-03:00,216075.0,POINT (323498.98474232457 7381504.908271253),Articulado (23m),True,Articulado (23m),0.75,0.63,0.85,0.714,1220.751998831295
78780,1232,6258-10,TERM. STO. AMARO - JD. SÃO FRANCISCO,443782.9571303203,00:00:00,-46.746868500000005,-23.6914605,2025-10-16 23:58:59-03:00,POINT (323283.93038953166 7381437.835807081),2025-10-16 23:58:59-03:00,27759.0,POINT (321884.27836430154 7378841.145693613),Articulado (23m),True,Articulado (23m),0.75,0.63,0.85,0.714,1007.5426367208225
78781,1213,6035-10,STO. AMARO - VL. GILDA,442141.18388551264,04:59:00,-46.776136,-23.7141735,2025-10-17 23:57:22-03:00,POINT (320990.1979022969 7375646.808106953),2025-10-17 23:57:22-03:00,131500.0,POINT (318930.7893101345 7376288.889513812),Biarticulado,False,Biarticulado,0.8,0.672,0.9,0.756,944.7672817265634
78782,1999,7005-51,METRÔ CAPÃO REDONDO  - JD. VERA CRUZ,346784.4579060762,04:21:00,-46.7843545,-23.718152,2025-10-17 23:17:13-03:00,POINT (318071.4524298788 7375781.869801523),2025-10-17 23:17:13-03:00,131461.0,POINT (318098.28622426675 7375837.809531263),Miniônibus,True,Miniônibus,0.3,0.252,0.35,0.294,324.1914504734953
78784,33979,6028-10,TERM. STO. AMARO - RIVIERA,362075.51212487806,05:22:00,-46.71759825,-23.666209375,2025-10-16 23:58:56-03:00,POINT (320791.0983568306 7378712.460469404),2025-10-16 23:58:56-03:00,66812.0,POINT (324835.69482233096 7381673.811353587),Padron,False,Padron,0.55,0.462,0.63,0.529,531.9070310870522
78785,1204,6012-10,JD. ÂNGELA - PQ. INDEPENDÊNCIA,412208.86079637514,00:59:00,-46.7698915,-23.6842305,2025-10-16 23:59:26-03:00,POINT (317935.6397147955 7378847.49143278),2025-10-16 23:59:26-03:00,82621.0,POINT (319526.34140362893 7379612.872039689),Midiônibus,False,Midiônibus,0.4,0.336,0.47,0.395,440.4039468748472
78786,34000,6258-10,TERM. STO. AMARO - JD. SÃO FRANCISCO,321059.0540972135,03:29:00,-46.719602375,-23.666391750000003,2025-10-17 21:12:32-03:00,POINT (325314.8423702665 7381716.605928991),2025-10-17 21:12:32-03:00,124845.0,POINT (324631.51144519664 7381651.152457947),Articulado (18m),True,Articulado (18m),0.71,0.596,0.8,0.672,686.0389867949258
78787,34000,6258-10,TERM. STO. AMARO - JD. SÃO FRANCISCO,319042.0306391063,04:52:00,-46.71759825,-23.666209375,2025-10-17 23:51:47-03:00,POINT (325343.855423196 7381721.772176673),2025-10-17 23:51:47-03:00,136915.0,POINT (324835.69482233096 7381673.811353587),Básico,True,Básico,0.46,0.386,0.53,0.445,451.645469833638
78790,35261,6039-21,COHAB JD. SÃO BENTO - TERM. CAPELINHA,332574.41299016104,05:46:00,-46.791264,-23.6762085,2025-10-17 23:57:26-03:00,POINT (320095.4945942911 7375512.938156392),2025-10-17 23:57:26-03:00,147205.0,POINT (317335.3736208241 7380474.057842897),Básico,True,Básico,0.46,0.386,0.53,0.445,470.8023162612617
78793,1888,7055-10,TERM. CAMPO LIMPO - JD. GUARUJÁ,497565.33477836236,05:36:00,-46.7907745,-23.6919635,2025-10-17 23:57:59-03:00,POINT (318791.3861623409 7384997.1187463775),2025-10-17 23:57:59-03:00,181738.0,POINT (317407.21471247997 7378729.877402785),Padron,False,Padron,0.55,0.462,0.63,0.529,730.9483550561531
78795,33982,6036-10,TERM. CAPELINHA - JD. MACEDÔNIA,636049.7701186213,03:25:00,-46.7896555,-23.6538115,2025-10-17 23:36:30-03:00,POINT (320216.6195014465 7382853.3436962655),2025-10-17 23:36:30-03:00,205699.0,POINT (317468.3291980622 7382956.494832136),Padron,True,Padron,0.55,0.462,0.63,0.529,1070.3000296717075
78802,1213,6035-10,STO. AMARO - VL. GILDA,452455.0339287822,00:00:00,-46.7310275,-23.667810000000003,2025-10-16 23:59:21-03:00,POINT (319010.97829227615 7378846.771380024),2025-10-16 23:59:21-03:00,64005.0,POINT (323468.0186032851 7381479.999305782),Miniônibus,False,Miniônibus,0.3,0.252,0.35,0.294,362.5522186871332
78803,34766,7005-10,JD. ÂNGELA - JD. VERA CRUZ,391489.7375034947,06:40:00,-46.7846245,-23.718654,2025-10-17 23:58:13-03:00,POINT (318702.6261245064 7373989.082762154),2025-10-17 23:58:13-03:00,130127.0,POINT (318071.4524298788 7375781.869801523),Articulado (18m),True,Articulado (18m),0.71,0.596,0.8,0.672,836.5352710974676
78804,1998,7005-10,JD. ÂNGELA - JD. VERA CRUZ,542241.6189792298,04:33:00,-46.7844935,-23.718400000000003,2025-10-17 18:42:25-03:00,POINT (318003.9110725521 7375589.069293447),2025-10-17 18:42:25-03:00,120977.0,POINT (318084.4572762612 7375810.16680276),Articulado (18m),True,Articulado (18m),0.71,0.596,0.8,0.672,1158.6618914348182
